Date,Open,High,Low,Close,Volume,Adj Close,Ticker
2025-04-24 19:30:00+00:00,207.11000061035156,208.82989501953125,207.08999633789062,208.1999969482422,5785557,208.1999969482422,AAPL
2025-04-25 13:30:00+00:00,206.42999267578125,209.06959533691406,206.1999969482422,208.2100067138672,5614044,208.2100067138672,AAPL
2025-04-25 14:00:00+00:00,208.22999572753906,209.24989318847656,206.52999877929688,206.63479614257812,2943796,206.63479614257812,AAPL
2025-04-25 14:30:00+00:00,206.63999938964844,207.7628936767578,206.51499938964844,207.31500244140625,2222380,207.31500244140625,AAPL
2025-04-25 15:00:00+00:00,207.30999755859375,207.60000610351562,206.92999267578125,207.10000610351562,1543750,207.10000610351562,AAPL
2025-04-25 15:30:00+00:00,207.11000061035156,207.63999938964844,206.66000366210938,207.5,1665518,207.5,AAPL
2025-04-25 16:00:00+00:00,207.48500061035156,208.89999389648438,207.47000122070312,208.59129333496094,2133713,208.59129333496094,AAPL
2025-04-25 16:30:00+00:00,208.60000610351562,208.89999389648438,208.2899932861328,208.6750030517578,1163284,208.6750030517578,AAPL
2025-04-25 17:00:00+00:00,208.66000366210938,209.41000366210938,208.63499450683594,209.3701934814453,2551677,209.3701934814453,AAPL
2025-04-25 17:30:00+00:00,209.38999938964844,209.4149932861328,207.3699951171875,208.10000610351562,1886809,208.10000610351562,AAPL
2025-04-25 18:00:00+00:00,208.08999633789062,208.82400512695312,207.89999389648438,208.50450134277344,1166246,208.50450134277344,AAPL
2025-04-25 18:30:00+00:00,208.50999450683594,208.8000030517578,208.13999938964844,208.3800048828125,1083235,208.3800048828125,AAPL
2025-04-25 19:00:00+00:00,208.38999938964844,208.8699951171875,208.19000244140625,208.22000122070312,1274224,208.22000122070312,AAPL
2025-04-25 19:30:00+00:00,208.2100067138672,209.42999267578125,207.8699951171875,209.22999572753906,4418187,209.22999572753906,AAPL
2025-04-28 13:30:00+00:00,210.05999755859375,211.5,208.9600067138672,209.41000366210938,7135399,209.41000366210938,AAPL
2025-04-28 14:00:00+00:00,209.38499450683594,209.818603515625,208.74000549316406,208.92999267578125,2235996,208.92999267578125,AAPL
2025-04-28 14:30:00+00:00,208.875,209.82000732421875,208.72999572753906,209.02499389648438,1983810,209.02499389648438,AAPL
2025-04-28 15:00:00+00:00,209.02999877929688,209.52999877929688,207.83999633789062,207.9499969482422,2043690,207.9499969482422,AAPL
2025-04-28 15:30:00+00:00,207.98590087890625,208.39999389648438,207.58250427246094,207.9600067138672,1262169,207.9600067138672,AAPL
2025-04-28 16:00:00+00:00,207.94000244140625,208.05999755859375,207.4600067138672,207.86000061035156,1172133,207.86000061035156,AAPL
2025-04-28 16:30:00+00:00,207.85000610351562,208.72999572753906,207.85000610351562,208.44500732421875,1155631,208.44500732421875,AAPL
2025-04-28 17:00:00+00:00,208.42999267578125,208.72799682617188,207.91000366210938,208.13999938964844,1072301,208.13999938964844,AAPL
2025-04-28 17:30:00+00:00,208.13499450683594,209.86000061035156,208.0800018310547,209.75,1505602,209.75,AAPL
2025-04-28 18:00:00+00:00,209.72999572753906,210.0500030517578,209.4600067138672,209.8699951171875,1593859,209.8699951171875,AAPL
2025-04-28 18:30:00+00:00,209.8699951171875,210.10000610351562,209.7613983154297,209.8406982421875,1045277,209.8406982421875,AAPL
2025-04-28 19:00:00+00:00,209.8699951171875,210.94000244140625,209.8000030517578,210.5399932861328,1565565,210.5399932861328,AAPL
2025-04-28 19:30:00+00:00,210.52999877929688,211.4998016357422,210.0399932861328,210.08999633789062,3584738,210.08999633789062,AAPL
2025-04-29 13:30:00+00:00,208.6929931640625,211.25,208.3699951171875,210.8000030517578,6171951,210.8000030517578,AAPL
2025-04-29 14:00:00+00:00,210.82000732421875,212.24000549316406,210.3300018310547,210.9499969482422,3018564,210.9499969482422,AAPL
2025-04-29 14:30:00+00:00,210.9600067138672,212.07000732421875,210.84939575195312,211.61109924316406,1754930,211.61109924316406,AAPL
2025-04-29 15:00:00+00:00,211.6199951171875,211.8000030517578,210.6699981689453,211.0399932861328,1463524,211.0399932861328,AAPL
2025-04-29 15:30:00+00:00,211.0399932861328,211.2100067138672,210.39999389648438,210.61500549316406,1540332,210.61500549316406,AAPL
2025-04-29 16:00:00+00:00,210.61500549316406,211.32530212402344,210.4199981689453,210.48800659179688,1129363,210.48800659179688,AAPL
2025-04-29 16:30:00+00:00,210.49000549316406,210.6199951171875,209.35000610351562,209.73260498046875,1461212,209.73260498046875,AAPL
2025-04-29 17:00:00+00:00,209.74000549316406,210.69000244140625,209.50999450683594,210.36000061035156,1101176,210.36000061035156,AAPL
2025-04-29 17:30:00+00:00,210.3699951171875,211.75,210.22000122070312,211.5800018310547,1229558,211.5800018310547,AAPL
2025-04-29 18:00:00+00:00,211.5850067138672,211.85000610351562,211.16000366210938,211.7227020263672,1237600,211.7227020263672,AAPL
2025-04-29 18:30:00+00:00,211.72000122070312,211.96060180664062,211.18789672851562,211.3000030517578,1022818,211.3000030517578,AAPL
2025-04-29 19:00:00+00:00,211.3000030517578,211.88999938964844,211.10009765625,211.3000030517578,1496492,211.3000030517578,AAPL
2025-04-29 19:30:00+00:00,211.30999755859375,211.77000427246094,210.9499969482422,211.24000549316406,3222132,211.24000549316406,AAPL
2025-04-30 13:30:00+00:00,209.3000030517578,209.72000122070312,206.67050170898438,207.13999938964844,5675548,207.13999938964844,AAPL
2025-04-30 14:00:00+00:00,207.18499755859375,209.3498992919922,207.13999938964844,209.32119750976562,2094993,209.32119750976562,AAPL
2025-04-30 14:30:00+00:00,209.34950256347656,209.75,208.71009826660156,209.635498046875,1943218,209.635498046875,AAPL
2025-04-30 15:00:00+00:00,209.58999633789062,210.86000061035156,209.55999755859375,210.5449981689453,1839492,210.5449981689453,AAPL
2025-04-30 15:30:00+00:00,210.55999755859375,211.1300048828125,209.9499969482422,211.0500030517578,1427808,211.0500030517578,AAPL
2025-04-30 16:00:00+00:00,211.0399932861328,211.27999877929688,210.38999938964844,210.58999633789062,1312727,210.58999633789062,AAPL
2025-04-30 16:30:00+00:00,210.58999633789062,211.36000061035156,210.22000122070312,210.9199981689453,1233108,210.9199981689453,AAPL
2025-04-30 17:00:00+00:00,210.89999389648438,211.2100067138672,209.8000030517578,211.0800018310547,1229100,211.0800018310547,AAPL
2025-04-30 17:30:00+00:00,211.07000732421875,211.85000610351562,210.9199981689453,211.1031036376953,1281784,211.1031036376953,AAPL
2025-04-30 18:00:00+00:00,211.1300048828125,212.97000122070312,210.31500244140625,210.71499633789062,2166008,210.71499633789062,AAPL
2025-04-30 18:30:00+00:00,210.6999969482422,211.30999755859375,210.38999938964844,210.65199279785156,1547717,210.65199279785156,AAPL
2025-04-30 19:00:00+00:00,210.66000366210938,211.07000732421875,210.27999877929688,210.3446044921875,1323653,210.3446044921875,AAPL
2025-04-30 19:30:00+00:00,210.375,213.5399932861328,210.0500030517578,212.49000549316406,7076663,212.49000549316406,AAPL
2025-05-01 13:30:00+00:00,209.00999450683594,212.5,208.89999389648438,210.63999938964844,7878125,210.63999938964844,AAPL
2025-05-01 14:00:00+00:00,210.8000030517578,211.83999633789062,209.7100067138672,211.74000549316406,3582236,211.74000549316406,AAPL
2025-05-01 14:30:00+00:00,211.75,213.08999633789062,211.31500244140625,212.889892578125,2991810,212.889892578125,AAPL
2025-05-01 15:00:00+00:00,212.88999938964844,214.22000122070312,211.5500030517578,212.8966064453125,2802662,212.8966064453125,AAPL
2025-05-01 15:30:00+00:00,212.89500427246094,213.1199951171875,211.4149932861328,211.5843963623047,2084838,211.5843963623047,AAPL
2025-05-01 16:00:00+00:00,211.60000610351562,212.83999633789062,211.52999877929688,212.77999877929688,1920352,212.77999877929688,AAPL
2025-05-01 16:30:00+00:00,212.77999877929688,212.84500122070312,211.85000610351562,212.13499450683594,1348451,212.13499450683594,AAPL
2025-05-01 17:00:00+00:00,212.1199951171875,212.87759399414062,212.07000732421875,212.50999450683594,2784629,212.50999450683594,AAPL
2025-05-01 17:30:00+00:00,212.50999450683594,212.7899932861328,212.06500244140625,212.59500122070312,1368831,212.59500122070312,AAPL
2025-05-01 18:00:00+00:00,212.58999633789062,213.0,212.52000427246094,212.77999877929688,1458724,212.77999877929688,AAPL
2025-05-01 18:30:00+00:00,212.7899932861328,213.1999969482422,212.5211944580078,212.5449981689453,1542878,212.5449981689453,AAPL
2025-05-01 19:00:00+00:00,212.5500030517578,212.95989990234375,212.3000030517578,212.94000244140625,2399110,212.94000244140625,AAPL
2025-05-01 19:30:00+00:00,212.94000244140625,214.5500030517578,212.47000122070312,212.8300018310547,7135104,212.8300018310547,AAPL
