Date,Open,High,Low,Close,Volume,Adj Close,Number of Trades,VWAP,Is OTC,Ticker
2023-07-20,195.09,196.47,192.495,193.13,59581196.0,193.13,639817,194.276,False,AAPL
2023-07-21,194.1,194.97,191.23,191.94,71451683.0,191.94,580360,192.5948,False,AAPL
2023-07-24,193.41,194.91,192.25,192.75,45345097.0,192.75,525853,193.2018,False,AAPL
2023-07-25,193.33,194.44,192.915,193.62,37283201.0,193.62,445394,193.804,False,AAPL
2023-07-26,193.67,195.64,193.32,194.5,47471868.0,194.5,502309,194.3737,False,AAPL
2023-07-27,196.02,197.2,192.55,193.22,47439680.0,193.22,570472,194.8773,False,AAPL
2023-07-28,194.67,196.626,194.14,195.83,47691443.0,195.83,519151,195.8075,False,AAPL
2023-07-31,196.06,196.49,195.26,196.45,38824113.0,196.45,530506,196.1507,False,AAPL
2023-08-01,196.235,196.73,195.28,195.605,35281426.0,195.605,477616,195.8486,False,AAPL
2023-08-02,195.04,195.18,191.8507,192.58,50388811.0,192.58,620582,192.9395,False,AAPL
2023-08-03,191.57,192.37,190.69,191.17,62243282.0,191.17,754703,191.1312,False,AAPL
2023-08-04,185.52,187.38,181.92,181.99,115956841.0,181.99,1336765,184.279,False,AAPL
2023-08-07,182.13,183.13,177.35,178.85,97105069.0,178.85,1159281,179.0119,False,AAPL
2023-08-08,179.69,180.27,177.58,179.8,67769003.0,179.8,709019,178.9854,False,AAPL
2023-08-09,180.87,180.93,177.01,178.19,60303492.0,178.19,666112,178.4887,False,AAPL
2023-08-10,179.48,180.75,177.6,177.97,54686851.0,177.97,652995,178.7951,False,AAPL
2023-08-11,177.32,178.62,176.55,177.79,51036672.0,177.79,586481,177.8056,False,AAPL
2023-08-14,177.97,179.69,177.305,179.46,43675627.0,179.46,564982,178.9475,False,AAPL
2023-08-15,178.88,179.48,177.05,177.45,43574863.0,177.45,510071,177.9886,False,AAPL
2023-08-16,177.13,178.54,176.5,176.57,45712957.0,176.57,526074,177.4133,False,AAPL
2023-08-17,177.14,177.5054,173.48,174.0,66054482.0,174.0,673083,174.5857,False,AAPL
2023-08-18,172.3,175.1,171.96,174.49,60171878.0,174.49,596474,173.8904,False,AAPL
2023-08-21,175.07,176.13,173.735,175.84,46161959.0,175.84,559658,175.2221,False,AAPL
2023-08-22,177.06,177.68,176.25,177.23,42057245.0,177.23,501508,177.0098,False,AAPL
2023-08-23,178.52,181.55,178.325,181.12,52722752.0,181.12,587165,180.6482,False,AAPL
2023-08-24,180.674,181.104,176.01,176.38,54912798.0,176.38,610377,177.7035,False,AAPL
2023-08-25,177.38,179.15,175.82,178.61,51439994.0,178.61,554789,177.9075,False,AAPL
2023-08-28,180.09,180.59,178.545,180.19,43803238.0,180.19,532485,179.6595,False,AAPL
2023-08-29,179.695,184.9,179.5,184.12,52953948.0,184.12,576465,183.28,False,AAPL
2023-08-30,184.94,187.85,184.74,187.65,60803988.0,187.65,636448,186.93,False,AAPL
2023-08-31,187.84,189.12,187.48,187.87,60794467.0,187.87,554869,188.1489,False,AAPL
2023-09-01,189.485,189.92,188.28,189.46,45393903.0,189.46,530273,189.0424,False,AAPL
2023-09-05,188.28,189.98,187.61,189.7,45280027.0,189.7,602458,189.1084,False,AAPL
2023-09-06,188.4,188.85,181.47,182.91,81753366.0,182.91,880106,183.786,False,AAPL
2023-09-07,175.18,178.21,173.54,177.56,112416703.0,177.56,1210080,176.7332,False,AAPL
2023-09-08,178.35,180.239,177.79,178.18,65402066.0,178.18,755389,179.0663,False,AAPL
2023-09-11,180.07,180.3,177.34,179.36,58953052.0,179.36,722430,178.8465,False,AAPL
2023-09-12,179.49,180.13,174.82,176.3,90316192.0,176.3,937419,176.7048,False,AAPL
