Date,Open,High,Low,Close,Volume,Adj Close,Number of Trades,VWAP,Is OTC,Ticker
2023-09-13,176.51,177.3,173.98,174.21,84267928.0,174.21,835150,175.0352,False,AAPL
2023-09-14,174.0,176.1,173.58,175.74,60345757.0,175.74,641017,175.3715,False,AAPL
2023-09-15,176.48,176.495,173.82,175.01,109259461.0,175.01,729794,175.0843,False,AAPL
2023-09-18,176.48,179.38,176.17,177.97,67257573.0,177.97,731278,177.8915,False,AAPL
2023-09-19,177.52,179.63,177.13,179.07,51826941.0,179.07,524402,178.4293,False,AAPL
2023-09-20,179.26,179.695,175.4,175.49,58436181.0,175.49,600225,176.9653,False,AAPL
2023-09-21,174.55,176.3,173.86,173.93,62449116.0,173.93,631478,174.8619,False,AAPL
2023-09-22,174.67,177.079,174.05,174.79,56688985.0,174.79,606168,175.4667,False,AAPL
2023-09-25,174.2,176.97,174.15,176.08,46172740.0,176.08,564218,175.6665,False,AAPL
2023-09-26,174.82,175.2,171.66,171.96,64548945.0,171.96,688340,172.7156,False,AAPL
2023-09-27,172.62,173.04,169.05,170.43,66920708.0,170.43,707850,170.5335,False,AAPL
2023-09-28,169.34,172.03,167.62,170.69,56294419.0,170.69,618584,170.297,False,AAPL
2023-09-29,172.02,173.07,170.341,171.21,51861083.0,171.21,535134,171.5997,False,AAPL
