Ticker,Best_Model,Metrics
AAPL,ARIMA,"{'ARIMA': {'RMSE': 6.232461551035971, 'MAE': 4.940595416676027, 'MAPE': 2.276363201976886}, 'Prophet': {'RMSE': 7.749649131864493, 'MAE': 6.889598049921838, 'MAPE': 3.2015651859965484}, 'LSTM': {'RMSE': 8.94881084386845, 'MAE': 8.35446853637695, 'MAPE': 3.8850841737368076}}"
