Ticker,Best_Model,Metrics
AAPL,ARIMA,"{'ARIMA': {'RMSE': 6.232461551035971, 'MAE': 4.940595416676027, 'MAPE': 2.276363201976886}, 'Prophet': {'RMSE': 7.6459635173587035, 'MAE': 7.180202409949183, 'MAPE': 3.2742603979255476}}"
