Model,RMSE,MAE,MAPE,Best Parameters
ARIMA,210.1147205183507,210.10050252357516,99.97470268155942,"Order: (0, 0, 3)"
Prophet,4.4463437257174565,4.053089545061921,1.9365116830060387,changepoint_prior_scale: 0.05
